image_id,image_array
ISIC_0025276,"[[[0.08627451 0.04705882 0.0627451 ]
  [0.09411765 0.04705882 0.0627451 ]
  [0.09411765 0.04705882 0.05882353]
  ...
  [0.24313725 0.16078431 0.18823529]
  [0.24705882 0.16470588 0.18431373]
  [0.24705882 0.16470588 0.18431373]]

 [[0.09019608 0.04705882 0.0627451 ]
  [0.09019608 0.04313725 0.05882353]
  [0.08627451 0.04705882 0.0627451 ]
  ...
  [0.23921569 0.16078431 0.17647059]
  [0.24705882 0.16078431 0.18039216]
  [0.24313725 0.16078431 0.18039216]]

 [[0.08627451 0.04705882 0.05882353]
  [0.08235294 0.04705882 0.05882353]
  [0.08627451 0.04705882 0.0627451 ]
  ...
  [0.23529412 0.15686275 0.16862745]
  [0.24313725 0.15686275 0.17647059]
  [0.24313725 0.16078431 0.18039216]]

 ...

 [[0.21176471 0.15294118 0.18039216]
  [0.22352941 0.16862745 0.18431373]
  [0.23921569 0.18039216 0.19607843]
  ...
  [0.4745098  0.41568627 0.40392157]
  [0.45098039 0.39607843 0.39215686]
  [0.42745098 0.37647059 0.37647059]]

 [[0.20392157 0.14901961 0.17647059]
  [0.21960784 0.16470588 0.18823529]
  [0.22745098 0.17647059 0.2       ]
  ...
  [0.46666667 0.40784314 0.40784314]
  [0.44313725 0.38823529 0.38431373]
  [0.41568627 0.35686275 0.35686275]]

 [[0.20392157 0.14509804 0.17254902]
  [0.21568627 0.15686275 0.18823529]
  [0.22352941 0.16078431 0.2       ]
  ...
  [0.45882353 0.40784314 0.40392157]
  [0.42352941 0.37647059 0.37647059]
  [0.4        0.34509804 0.34117647]]]"
ISIC_0029396,"[[[0.59215686 0.47843137 0.49019608]
  [0.58823529 0.4745098  0.48235294]
  [0.60392157 0.48235294 0.49019608]
  ...
  [0.47058824 0.36862745 0.36470588]
  [0.45490196 0.34509804 0.3372549 ]
  [0.43137255 0.3254902  0.32156863]]

 [[0.58823529 0.47843137 0.48235294]
  [0.59607843 0.47843137 0.48627451]
  [0.58823529 0.48235294 0.48235294]
  ...
  [0.48627451 0.37647059 0.36862745]
  [0.46666667 0.35686275 0.34901961]
  [0.43921569 0.3372549  0.33333333]]

 [[0.59607843 0.48235294 0.4745098 ]
  [0.60392157 0.49019608 0.48235294]
  [0.58431373 0.46666667 0.47058824]
  ...
  [0.49411765 0.38039216 0.37647059]
  [0.47058824 0.36078431 0.36078431]
  [0.44705882 0.35686275 0.35294118]]

 ...

 [[0.56078431 0.44705882 0.44313725]
  [0.57254902 0.45490196 0.4627451 ]
  [0.58039216 0.4627451  0.47058824]
  ...
  [0.4        0.28627451 0.2745098 ]
  [0.36862745 0.25882353 0.24705882]
  [0.34509804 0.23529412 0.22745098]]

 [[0.56862745 0.44705882 0.45490196]
  [0.57254902 0.45882353 0.4627451 ]
  [0.58039216 0.4627451  0.46666667]
  ...
  [0.38039216 0.2745098  0.25882353]
  [0.35686275 0.24705882 0.23529412]
  [0.32941176 0.22352941 0.21568627]]

 [[0.56470588 0.44705882 0.45098039]
  [0.56470588 0.44705882 0.45490196]
  [0.57647059 0.45882353 0.46666667]
  ...
  [0.37254902 0.26666667 0.2627451 ]
  [0.34901961 0.23529412 0.24313725]
  [0.31764706 0.21176471 0.21960784]]]"
ISIC_0025984,"[[[0.05490196 0.02352941 0.04313725]
  [0.05490196 0.03137255 0.05490196]
  [0.07058824 0.03137255 0.05490196]
  ...
  [0.19215686 0.11764706 0.12941176]
  [0.19215686 0.11764706 0.1254902 ]
  [0.2        0.1254902  0.13333333]]

 [[0.05490196 0.02745098 0.03529412]
  [0.07058824 0.02745098 0.05490196]
  [0.07058824 0.03137255 0.05098039]
  ...
  [0.18823529 0.11764706 0.1254902 ]
  [0.19215686 0.11764706 0.1254902 ]
  [0.19215686 0.1254902  0.12941176]]

 [[0.05490196 0.03137255 0.03137255]
  [0.07058824 0.02745098 0.05098039]
  [0.0745098  0.03529412 0.05490196]
  ...
  [0.18431373 0.11372549 0.11764706]
  [0.18431373 0.11764706 0.12156863]
  [0.19215686 0.12156863 0.1254902 ]]

 ...

 [[0.20784314 0.13333333 0.14901961]
  [0.21176471 0.13333333 0.14509804]
  [0.20392157 0.14509804 0.15294118]
  ...
  [0.04705882 0.03529412 0.03137255]
  [0.05098039 0.03137255 0.02352941]
  [0.0627451  0.03137255 0.03137255]]

 [[0.21176471 0.13333333 0.14117647]
  [0.20784314 0.14117647 0.14509804]
  [0.20392157 0.14117647 0.14901961]
  ...
  [0.05098039 0.03529412 0.02352941]
  [0.04705882 0.02745098 0.02352941]
  [0.05098039 0.02745098 0.03921569]]

 [[0.21176471 0.13333333 0.14901961]
  [0.21960784 0.12941176 0.15294118]
  [0.21568627 0.13333333 0.15294118]
  ...
  [0.05098039 0.03529412 0.02352941]
  [0.05882353 0.02745098 0.02745098]
  [0.04705882 0.02352941 0.03529412]]]"
ISIC_0025767,"[[[0.58823529 0.50196078 0.54117647]
  [0.59215686 0.49803922 0.54509804]
  [0.59215686 0.49411765 0.54509804]
  ...
  [0.63529412 0.54901961 0.62745098]
  [0.63921569 0.54509804 0.62745098]
  [0.64313725 0.54117647 0.62745098]]

 [[0.59215686 0.50588235 0.54509804]
  [0.58823529 0.50196078 0.54117647]
  [0.59607843 0.49803922 0.54509804]
  ...
  [0.64705882 0.55294118 0.63529412]
  [0.64313725 0.55294118 0.63137255]
  [0.64313725 0.54509804 0.63137255]]

 [[0.6        0.50980392 0.54901961]
  [0.59607843 0.51764706 0.55294118]
  [0.59607843 0.50196078 0.54117647]
  ...
  [0.64313725 0.55294118 0.63529412]
  [0.64313725 0.55686275 0.63137255]
  [0.64313725 0.54901961 0.63137255]]

 ...

 [[0.58431373 0.50196078 0.54901961]
  [0.6        0.51372549 0.56470588]
  [0.60784314 0.52156863 0.57254902]
  ...
  [0.61960784 0.5254902  0.58823529]
  [0.61568627 0.52941176 0.58039216]
  [0.60392157 0.51764706 0.56862745]]

 [[0.57254902 0.49019608 0.54117647]
  [0.59215686 0.50588235 0.55686275]
  [0.60392157 0.51764706 0.56862745]
  ...
  [0.61960784 0.5254902  0.58823529]
  [0.61568627 0.52941176 0.58039216]
  [0.60392157 0.51764706 0.56862745]]

 [[0.56862745 0.48627451 0.53333333]
  [0.58431373 0.49803922 0.54901961]
  [0.60392157 0.51764706 0.56862745]
  ...
  [0.62352941 0.52941176 0.59215686]
  [0.61960784 0.53333333 0.58431373]
  [0.60392157 0.51764706 0.56862745]]]"
ISIC_0032417,"[[[0.74901961 0.63921569 0.72156863]
  [0.76078431 0.64705882 0.74901961]
  [0.75686275 0.64705882 0.75686275]
  ...
  [0.74509804 0.62352941 0.7372549 ]
  [0.74509804 0.60784314 0.73333333]
  [0.74117647 0.60392157 0.72941176]]

 [[0.74901961 0.63529412 0.72941176]
  [0.75686275 0.64313725 0.74509804]
  [0.75686275 0.63529412 0.74901961]
  ...
  [0.75294118 0.61568627 0.73333333]
  [0.74509804 0.60784314 0.73333333]
  [0.74901961 0.61176471 0.72941176]]

 [[0.76078431 0.64313725 0.74117647]
  [0.75686275 0.64313725 0.74509804]
  [0.75686275 0.62745098 0.74117647]
  ...
  [0.75686275 0.61960784 0.74117647]
  [0.74901961 0.61176471 0.7372549 ]
  [0.75294118 0.61960784 0.7254902 ]]

 ...

 [[0.72941176 0.61960784 0.70980392]
  [0.74117647 0.63137255 0.71764706]
  [0.74509804 0.63529412 0.71764706]
  ...
  [0.75686275 0.64705882 0.74901961]
  [0.76470588 0.65098039 0.74509804]
  [0.76078431 0.64705882 0.73333333]]

 [[0.73333333 0.62352941 0.71372549]
  [0.74901961 0.63921569 0.7254902 ]
  [0.74509804 0.63529412 0.72156863]
  ...
  [0.75686275 0.64705882 0.74509804]
  [0.76078431 0.65490196 0.74509804]
  [0.76470588 0.64705882 0.7372549 ]]

 [[0.7372549  0.62745098 0.72156863]
  [0.75294118 0.64313725 0.73333333]
  [0.74509804 0.63137255 0.72156863]
  ...
  [0.75686275 0.65098039 0.74901961]
  [0.75686275 0.65490196 0.74901961]
  [0.75686275 0.64705882 0.7372549 ]]]"
ISIC_0031326,"[[[0.78431373 0.62745098 0.70196078]
  [0.77254902 0.61960784 0.69803922]
  [0.77254902 0.61176471 0.69411765]
  ...
  [0.81960784 0.71764706 0.81568627]
  [0.81960784 0.72156863 0.81176471]
  [0.81176471 0.70980392 0.79607843]]

 [[0.78823529 0.63529412 0.70980392]
  [0.77254902 0.63137255 0.70980392]
  [0.77254902 0.61960784 0.70196078]
  ...
  [0.81960784 0.72156863 0.81960784]
  [0.80784314 0.70588235 0.80784314]
  [0.81568627 0.70588235 0.79607843]]

 [[0.72941176 0.6        0.68235294]
  [0.74901961 0.61176471 0.69411765]
  [0.76470588 0.61960784 0.70196078]
  ...
  [0.81568627 0.72156863 0.81960784]
  [0.81960784 0.70980392 0.80784314]
  [0.82745098 0.70980392 0.80392157]]

 ...

 [[0.77647059 0.63529412 0.7372549 ]
  [0.78039216 0.63137255 0.7372549 ]
  [0.78431373 0.62745098 0.73333333]
  ...
  [0.83921569 0.70980392 0.81176471]
  [0.83921569 0.70196078 0.80392157]
  [0.83529412 0.70588235 0.8       ]]

 [[0.78039216 0.64705882 0.74901961]
  [0.78431373 0.63921569 0.74901961]
  [0.78431373 0.62352941 0.73333333]
  ...
  [0.84705882 0.72156863 0.82745098]
  [0.84705882 0.71764706 0.81568627]
  [0.84705882 0.72156863 0.81176471]]

 [[0.78431373 0.65098039 0.75294118]
  [0.78431373 0.63529412 0.74901961]
  [0.78431373 0.62745098 0.74117647]
  ...
  [0.84705882 0.73333333 0.82745098]
  [0.85490196 0.7254902  0.81960784]
  [0.85098039 0.72156863 0.81568627]]]"
ISIC_0025915,"[[[0.65490196 0.51372549 0.51764706]
  [0.6627451  0.50980392 0.5254902 ]
  [0.66666667 0.50980392 0.53333333]
  ...
  [0.69019608 0.51764706 0.57254902]
  [0.68235294 0.51372549 0.56078431]
  [0.67058824 0.50196078 0.54901961]]

 [[0.65882353 0.50980392 0.52156863]
  [0.66666667 0.50980392 0.5254902 ]
  [0.67058824 0.51372549 0.54117647]
  ...
  [0.69019608 0.51764706 0.57647059]
  [0.68627451 0.50980392 0.56862745]
  [0.67058824 0.50196078 0.54901961]]

 [[0.67058824 0.50980392 0.53333333]
  [0.6627451  0.50588235 0.52156863]
  [0.66666667 0.51764706 0.53333333]
  ...
  [0.68627451 0.52156863 0.58039216]
  [0.67843137 0.51372549 0.56470588]
  [0.66666667 0.49019608 0.54117647]]

 ...

 [[0.37254902 0.25882353 0.25490196]
  [0.38431373 0.26666667 0.2627451 ]
  [0.39215686 0.27058824 0.2627451 ]
  ...
  [0.38039216 0.24705882 0.26666667]
  [0.36470588 0.22745098 0.24705882]
  [0.34117647 0.21176471 0.23137255]]

 [[0.36078431 0.25098039 0.24313725]
  [0.37647059 0.25490196 0.25490196]
  [0.39607843 0.27058824 0.26666667]
  ...
  [0.36078431 0.21176471 0.22352941]
  [0.34509804 0.20392157 0.21176471]
  [0.31764706 0.18823529 0.20392157]]

 [[0.36470588 0.23921569 0.22745098]
  [0.37254902 0.25098039 0.24705882]
  [0.38039216 0.2627451  0.2627451 ]
  ...
  [0.34117647 0.19215686 0.2       ]
  [0.30588235 0.17647059 0.17647059]
  [0.29019608 0.17254902 0.18431373]]]"
ISIC_0031029,"[[[0.83137255 0.63921569 0.69411765]
  [0.83529412 0.64705882 0.69803922]
  [0.83529412 0.63921569 0.69803922]
  ...
  [0.81176471 0.50980392 0.60392157]
  [0.80392157 0.51372549 0.60392157]
  [0.81568627 0.5254902  0.60784314]]

 [[0.82745098 0.63529412 0.69411765]
  [0.83529412 0.63529412 0.69411765]
  [0.83921569 0.64313725 0.69803922]
  ...
  [0.80392157 0.51372549 0.60784314]
  [0.80784314 0.51764706 0.61176471]
  [0.82352941 0.53333333 0.62745098]]

 [[0.83137255 0.61960784 0.67843137]
  [0.83529412 0.62745098 0.68235294]
  [0.83137255 0.63921569 0.69411765]
  ...
  [0.81176471 0.52156863 0.60784314]
  [0.81568627 0.5254902  0.61568627]
  [0.83137255 0.52941176 0.62352941]]

 ...

 [[0.72156863 0.48627451 0.51764706]
  [0.70980392 0.49019608 0.52156863]
  [0.72156863 0.48235294 0.5254902 ]
  ...
  [0.78823529 0.55294118 0.63137255]
  [0.79215686 0.54117647 0.62352941]
  [0.79607843 0.5254902  0.61960784]]

 [[0.71372549 0.48235294 0.51372549]
  [0.71764706 0.48627451 0.52156863]
  [0.71764706 0.48235294 0.52156863]
  ...
  [0.78823529 0.5372549  0.62352941]
  [0.78431373 0.5254902  0.61568627]
  [0.78039216 0.51372549 0.60784314]]

 [[0.70980392 0.47843137 0.50980392]
  [0.71764706 0.48235294 0.51764706]
  [0.72156863 0.48235294 0.52156863]
  ...
  [0.78823529 0.51764706 0.60784314]
  [0.78431373 0.50588235 0.60784314]
  [0.78039216 0.50980392 0.61176471]]]"
ISIC_0029836,"[[[0.58823529 0.4745098  0.49411765]
  [0.61176471 0.49411765 0.50980392]
  [0.63137255 0.50588235 0.52941176]
  ...
  [0.17647059 0.10980392 0.15294118]
  [0.16862745 0.09803922 0.15294118]
  [0.15686275 0.09803922 0.15686275]]

 [[0.60392157 0.48235294 0.50196078]
  [0.61568627 0.50588235 0.52156863]
  [0.63921569 0.51764706 0.5372549 ]
  ...
  [0.16862745 0.10980392 0.15294118]
  [0.16470588 0.10980392 0.15686275]
  [0.16470588 0.10196078 0.15686275]]

 [[0.61568627 0.49803922 0.51372549]
  [0.63137255 0.51764706 0.53333333]
  [0.65098039 0.5254902  0.54509804]
  ...
  [0.16470588 0.10980392 0.14901961]
  [0.16470588 0.10588235 0.14901961]
  [0.16862745 0.10588235 0.15294118]]

 ...

 [[0.42352941 0.31764706 0.32941176]
  [0.44705882 0.3254902  0.34509804]
  [0.47058824 0.34117647 0.36078431]
  ...
  [0.03921569 0.00784314 0.04313725]
  [0.05098039 0.01176471 0.04313725]
  [0.03921569 0.01568627 0.04705882]]

 [[0.41176471 0.29803922 0.31764706]
  [0.44313725 0.30980392 0.33333333]
  [0.48627451 0.35294118 0.37254902]
  ...
  [0.04705882 0.01176471 0.04313725]
  [0.05098039 0.01176471 0.04313725]
  [0.03921569 0.01568627 0.04705882]]

 [[0.40784314 0.28235294 0.30588235]
  [0.44705882 0.31764706 0.34117647]
  [0.47843137 0.35294118 0.36862745]
  ...
  [0.04705882 0.01176471 0.04313725]
  [0.03529412 0.01568627 0.05098039]
  [0.04705882 0.01960784 0.05098039]]]"
ISIC_0032129,"[[[0.85490196 0.70980392 0.83921569]
  [0.85098039 0.70980392 0.83137255]
  [0.84313725 0.71372549 0.81176471]
  ...
  [0.87843137 0.74117647 0.82745098]
  [0.88627451 0.74901961 0.82352941]
  [0.88235294 0.74901961 0.81176471]]

 [[0.85490196 0.70980392 0.83921569]
  [0.85490196 0.71372549 0.82352941]
  [0.85098039 0.70980392 0.80784314]
  ...
  [0.88627451 0.75686275 0.83921569]
  [0.87843137 0.74509804 0.82352941]
  [0.88235294 0.74509804 0.81176471]]

 [[0.85882353 0.72156863 0.83921569]
  [0.84705882 0.70980392 0.81176471]
  [0.85490196 0.70588235 0.8       ]
  ...
  [0.81176471 0.65490196 0.77647059]
  [0.89019608 0.75294118 0.83921569]
  [0.8745098  0.74509804 0.80392157]]

 ...

 [[0.84705882 0.71764706 0.81568627]
  [0.85098039 0.72156863 0.81176471]
  [0.84705882 0.70980392 0.80392157]
  ...
  [0.85882353 0.7254902  0.79215686]
  [0.85882353 0.72156863 0.78823529]
  [0.85490196 0.72156863 0.78823529]]

 [[0.85490196 0.72156863 0.81568627]
  [0.85098039 0.71372549 0.80784314]
  [0.84705882 0.71372549 0.80784314]
  ...
  [0.85882353 0.71372549 0.78431373]
  [0.85882353 0.71764706 0.78823529]
  [0.85882353 0.72156863 0.79215686]]

 [[0.85490196 0.72156863 0.81176471]
  [0.85490196 0.71764706 0.81176471]
  [0.84705882 0.71372549 0.80784314]
  ...
  [0.85882353 0.70980392 0.78039216]
  [0.85882353 0.72156863 0.78823529]
  [0.85490196 0.72156863 0.78823529]]]"
ISIC_0032343,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.10196078 0.04313725 0.10588235]
  [0.09019608 0.03137255 0.10196078]
  [0.06666667 0.03921569 0.09019608]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.10196078 0.04705882 0.10980392]
  [0.09411765 0.03137255 0.10980392]
  [0.0745098  0.03529412 0.09019608]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.10588235 0.05098039 0.11764706]
  [0.10196078 0.04313725 0.11372549]
  [0.08235294 0.03529412 0.09411765]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]"
ISIC_0025033,"[[[0.         0.         0.00392157]
  [0.         0.         0.00784314]
  [0.         0.         0.00784314]
  ...
  [0.02745098 0.01568627 0.05098039]
  [0.03137255 0.01960784 0.04705882]
  [0.03529412 0.02352941 0.05490196]]

 [[0.         0.         0.        ]
  [0.         0.         0.00784314]
  [0.         0.         0.00784314]
  ...
  [0.02745098 0.01568627 0.05098039]
  [0.03137255 0.01960784 0.05490196]
  [0.03529412 0.02352941 0.05490196]]

 [[0.         0.         0.        ]
  [0.         0.         0.00784314]
  [0.         0.         0.00784314]
  ...
  [0.02745098 0.01568627 0.05098039]
  [0.03137255 0.01960784 0.05490196]
  [0.03529412 0.02352941 0.05490196]]

 ...

 [[0.21960784 0.16862745 0.23921569]
  [0.27058824 0.21568627 0.27843137]
  [0.34509804 0.2627451  0.32156863]
  ...
  [0.26666667 0.21176471 0.25490196]
  [0.24313725 0.19215686 0.23137255]
  [0.20392157 0.16470588 0.20784314]]

 [[0.2        0.15294118 0.22352941]
  [0.24313725 0.19215686 0.25882353]
  [0.30980392 0.24313725 0.30196078]
  ...
  [0.25098039 0.20392157 0.24313725]
  [0.22352941 0.17647059 0.21568627]
  [0.2        0.16470588 0.2       ]]

 [[0.16862745 0.12156863 0.19215686]
  [0.21960784 0.17254902 0.23921569]
  [0.2745098  0.21960784 0.2745098 ]
  ...
  [0.23921569 0.19607843 0.23137255]
  [0.20392157 0.16470588 0.19607843]
  [0.16470588 0.1372549  0.16862745]]]"
ISIC_0027310,"[[[0.86666667 0.76470588 0.77647059]
  [0.85490196 0.75294118 0.76470588]
  [0.84313725 0.74509804 0.75686275]
  ...
  [0.8        0.69803922 0.74901961]
  [0.80392157 0.69411765 0.74117647]
  [0.80392157 0.69411765 0.74117647]]

 [[0.8627451  0.76078431 0.77254902]
  [0.86666667 0.76470588 0.77647059]
  [0.85098039 0.74901961 0.76078431]
  ...
  [0.8        0.69411765 0.74117647]
  [0.80392157 0.69411765 0.74117647]
  [0.79607843 0.68627451 0.73333333]]

 [[0.85098039 0.74901961 0.76078431]
  [0.87058824 0.76862745 0.78039216]
  [0.8745098  0.77254902 0.78431373]
  ...
  [0.8        0.69019608 0.7372549 ]
  [0.80784314 0.69411765 0.74117647]
  [0.8        0.69019608 0.7372549 ]]

 ...

 [[0.89411765 0.78431373 0.83137255]
  [0.89411765 0.78431373 0.83921569]
  [0.88627451 0.77647059 0.82352941]
  ...
  [0.82352941 0.72156863 0.77647059]
  [0.79215686 0.68627451 0.74117647]
  [0.79215686 0.68235294 0.74117647]]

 [[0.89411765 0.78431373 0.82745098]
  [0.89019608 0.78039216 0.83137255]
  [0.88627451 0.77647059 0.82745098]
  ...
  [0.82352941 0.72156863 0.77647059]
  [0.8        0.69019608 0.74901961]
  [0.8        0.69019608 0.74509804]]

 [[0.89019608 0.78431373 0.82745098]
  [0.88627451 0.77647059 0.81960784]
  [0.88627451 0.78039216 0.82352941]
  ...
  [0.81568627 0.71372549 0.76862745]
  [0.80784314 0.69803922 0.75294118]
  [0.8        0.69411765 0.74901961]]]"
ISIC_0032128,"[[[0.71372549 0.63921569 0.73333333]
  [0.70980392 0.63137255 0.72941176]
  [0.70196078 0.63921569 0.73333333]
  ...
  [0.74901961 0.66666667 0.74117647]
  [0.74509804 0.6627451  0.72156863]
  [0.73333333 0.65882353 0.70196078]]

 [[0.71764706 0.63921569 0.74117647]
  [0.71372549 0.63529412 0.73333333]
  [0.70196078 0.63921569 0.73333333]
  ...
  [0.75294118 0.67058824 0.75294118]
  [0.74901961 0.67058824 0.7254902 ]
  [0.74509804 0.6627451  0.70980392]]

 [[0.71372549 0.63921569 0.74117647]
  [0.71764706 0.63921569 0.74117647]
  [0.70196078 0.63921569 0.73333333]
  ...
  [0.74117647 0.65098039 0.72941176]
  [0.74117647 0.65490196 0.71372549]
  [0.74117647 0.65882353 0.7254902 ]]

 ...

 [[0.7254902  0.63137255 0.71372549]
  [0.71764706 0.62352941 0.70588235]
  [0.70980392 0.62352941 0.69803922]
  ...
  [0.79607843 0.70588235 0.8       ]
  [0.8        0.70588235 0.80784314]
  [0.79607843 0.70980392 0.81176471]]

 [[0.72941176 0.63137255 0.71372549]
  [0.72156863 0.62352941 0.70588235]
  [0.71372549 0.61960784 0.69411765]
  ...
  [0.8        0.69803922 0.78823529]
  [0.8        0.70980392 0.8       ]
  [0.8        0.71372549 0.80392157]]

 [[0.7254902  0.62745098 0.70980392]
  [0.7254902  0.62745098 0.70980392]
  [0.71764706 0.61960784 0.69411765]
  ...
  [0.79215686 0.69411765 0.78431373]
  [0.79607843 0.70588235 0.78823529]
  [0.8        0.71372549 0.8       ]]]"
ISIC_0025937,"[[[0.02745098 0.00784314 0.02352941]
  [0.03137255 0.01176471 0.03529412]
  [0.03137255 0.01176471 0.03529412]
  ...
  [0.09803922 0.0627451  0.09019608]
  [0.10588235 0.05882353 0.09411765]
  [0.10196078 0.06666667 0.09803922]]

 [[0.02745098 0.00784314 0.02352941]
  [0.02745098 0.00784314 0.03137255]
  [0.02745098 0.00784314 0.03529412]
  ...
  [0.10196078 0.0627451  0.09411765]
  [0.10588235 0.0627451  0.09411765]
  [0.10196078 0.0627451  0.09019608]]

 [[0.02745098 0.01176471 0.02745098]
  [0.03137255 0.01176471 0.03137255]
  [0.02745098 0.00784314 0.03529412]
  ...
  [0.10588235 0.0627451  0.09411765]
  [0.09803922 0.06666667 0.08627451]
  [0.09411765 0.0627451  0.08235294]]

 ...

 [[0.10196078 0.0745098  0.09803922]
  [0.09411765 0.0745098  0.09019608]
  [0.09019608 0.07058824 0.08627451]
  ...
  [0.2745098  0.21568627 0.19607843]
  [0.25098039 0.19215686 0.16470588]
  [0.22745098 0.17254902 0.14509804]]

 [[0.09803922 0.0745098  0.09803922]
  [0.09803922 0.0745098  0.08235294]
  [0.09411765 0.07058824 0.08235294]
  ...
  [0.25882353 0.20392157 0.18431373]
  [0.23529412 0.17647059 0.15686275]
  [0.20392157 0.15686275 0.14117647]]

 [[0.09803922 0.07843137 0.09019608]
  [0.10196078 0.07843137 0.08235294]
  [0.09803922 0.0745098  0.07843137]
  ...
  [0.24705882 0.19607843 0.17254902]
  [0.22352941 0.16862745 0.15294118]
  [0.19215686 0.15294118 0.13333333]]]"
ISIC_0027828,"[[[0.72941176 0.68627451 0.83529412]
  [0.74117647 0.69019608 0.84313725]
  [0.74117647 0.69803922 0.85490196]
  ...
  [0.73333333 0.68627451 0.82352941]
  [0.72941176 0.68627451 0.83921569]
  [0.7372549  0.69411765 0.83921569]]

 [[0.73333333 0.69019608 0.83529412]
  [0.7372549  0.69803922 0.83529412]
  [0.74117647 0.69803922 0.85490196]
  ...
  [0.74117647 0.68627451 0.82745098]
  [0.72941176 0.69019608 0.83529412]
  [0.73333333 0.69411765 0.84313725]]

 [[0.72941176 0.69411765 0.84705882]
  [0.73333333 0.69803922 0.84705882]
  [0.7372549  0.69019608 0.85882353]
  ...
  [0.74117647 0.68627451 0.82745098]
  [0.72941176 0.69019608 0.83137255]
  [0.73333333 0.69411765 0.83529412]]

 ...

 [[0.71372549 0.63529412 0.76470588]
  [0.71764706 0.62745098 0.76470588]
  [0.71764706 0.63137255 0.76470588]
  ...
  [0.68627451 0.63137255 0.76078431]
  [0.68235294 0.62745098 0.7372549 ]
  [0.67058824 0.61176471 0.72156863]]

 [[0.71764706 0.64313725 0.76470588]
  [0.71372549 0.63921569 0.76862745]
  [0.71372549 0.63137255 0.78431373]
  ...
  [0.68627451 0.62352941 0.75294118]
  [0.67843137 0.61960784 0.7254902 ]
  [0.66666667 0.60784314 0.72156863]]

 [[0.71372549 0.64705882 0.76078431]
  [0.70980392 0.64705882 0.77254902]
  [0.72156863 0.64705882 0.79215686]
  ...
  [0.67843137 0.61960784 0.74901961]
  [0.6745098  0.61176471 0.72156863]
  [0.66666667 0.60784314 0.71372549]]]"
ISIC_0029291,"[[[0.11372549 0.09019608 0.11764706]
  [0.14901961 0.10588235 0.14901961]
  [0.16862745 0.13333333 0.17254902]
  ...
  [0.14509804 0.09803922 0.13333333]
  [0.14901961 0.10196078 0.14117647]
  [0.15294118 0.10196078 0.14509804]]

 [[0.13333333 0.09411765 0.12941176]
  [0.16862745 0.12156863 0.15686275]
  [0.18823529 0.14117647 0.18431373]
  ...
  [0.14509804 0.09803922 0.13333333]
  [0.14509804 0.09803922 0.13333333]
  [0.14901961 0.09803922 0.14509804]]

 [[0.14509804 0.10980392 0.14117647]
  [0.18039216 0.13333333 0.17647059]
  [0.21176471 0.16470588 0.20392157]
  ...
  [0.14509804 0.09411765 0.13333333]
  [0.14509804 0.09803922 0.1372549 ]
  [0.15294118 0.10588235 0.14509804]]

 ...

 [[0.15686275 0.10980392 0.14509804]
  [0.14901961 0.10196078 0.1372549 ]
  [0.14509804 0.10196078 0.13333333]
  ...
  [0.05882353 0.02352941 0.05882353]
  [0.0627451  0.02745098 0.05882353]
  [0.05490196 0.02745098 0.05882353]]

 [[0.14901961 0.10588235 0.14117647]
  [0.15294118 0.10588235 0.14509804]
  [0.14509804 0.10196078 0.14117647]
  ...
  [0.05882353 0.02352941 0.05882353]
  [0.05490196 0.01960784 0.05490196]
  [0.04705882 0.01960784 0.05882353]]

 [[0.15294118 0.10588235 0.15294118]
  [0.15294118 0.10980392 0.15294118]
  [0.14901961 0.10588235 0.14901961]
  ...
  [0.05098039 0.01960784 0.05490196]
  [0.03921569 0.02745098 0.05490196]
  [0.03529412 0.02352941 0.05098039]]]"
